deviceid,name,lat,lon
10300747799,CY-6000179,23.435538,120.415896
10293417229,CY-6000129,23.452466,120.532644
10299387164,CY-6000224,23.410212,120.251053
10301869028,CY-6000200,23.556283,120.432391
10294124684,CY-6000135,23.505273,120.253044
10326957098,CY-6000103,23.615508,120.487894
10322636671,CY-6000201,23.577519,120.443493
10303590353,CY-6000293,23.316526,120.221943
10294788632,CY-6000125,23.4351,120.495316
10296023368,CY-6000153,23.453877,120.356037
10291231411,CY-6000115,23.595954,120.444279
10325523889,CY-6000270,23.528404,120.324942
10294999754,CY-6000134,23.501088,120.225649
10303950804,CY-6000296,23.337951,120.19719
10306183127,CY-6000261,23.405128,120.336943
10302733346,CY-6000226,23.464091,120.247194
10325346812,CY-6000146,23.510136,120.358348
10295940630,CY-6000128,23.443292,120.539334
10293868109,CY-6000154,23.445343,120.294535
10301080330,CY-6000227,23.46413,120.249772
10301744726,CY-6000297,23.30686,120.182484
10295841728,CY-6000196,23.329624,120.160153
10299696279,CY-6000184,23.444686,120.43503
10294384548,CY-6000181,23.444508,120.425992
10307164412,CY-6000280,23.581557,120.421239
10304211286,CY-6000241,23.423745,120.248484
10298430416,CY-6000171,23.494378,120.379948
10302861725,CY-6000242,23.430567,120.256742
10306922636,CY-6000272,23.513441,120.338526
10292534747,CY-6000127,23.43911,120.538535
10304423183,CY-6000250,23.461739,120.173206
10294581493,CY-6000174,23.491926,120.38333
10304135136,CY-6000102,23.603787,120.471616
10298071774,CY-6000207,23.508073,120.468086
10306476861,CY-6000278,23.522108,120.385567
10305904388,CY-6000277,23.525503,120.372091
10294451686,CY-6000167,23.501534,120.378792
10302203175,CY-6000257,23.385233,120.297838
10298137702,CY-6000165,23.499373,120.371983
10303872971,CY-6000101,23.602035,120.453196
10327689472,CY-6000206,23.508248,120.463302
10296733942,CY-6000190,23.425726,120.44793
10303266211,CY-6000266,23.556548,120.347543
10294678279,CY-6000183,23.450277,120.433636
10300277647,CY-6000199,23.416913,120.216849
10294274079,CY-6000143,23.508423,120.360856
10305331329,CY-6000273,23.522486,120.390103
10298648601,CY-6000185,23.432723,120.382838
10305546176,CY-6000260,23.408082,120.319876
10337329346,CY-6000188,23.453853,120.409775
10327443633,CY-6000284,23.603157,120.393438
10292967492,CY-6000141,23.485754,120.335042
10293972686,CY-6000161,23.49868,120.359389
10298794850,CY-6000189,23.410042,120.429329
10303199023,CY-6000264,23.556604,120.342619
10295549786,CY-6000148,23.506161,120.357604
10335059597,CY-6000195,23.336776,120.138213
10335130260,CY-6000292,23.306129,120.208008
10291856862,CY-6000121,23.60067,120.510298
10304614549,CY-6000258,23.390467,120.312595
10326668309,CY-6000122,23.583972,120.495965
10302399178,CY-6000255,23.432673,120.317707
10301524243,CY-6000259,23.374493,120.285797
10299002484,CY-6000180,23.554068,120.347207
10292887514,CY-6000144,23.510241,120.360456
10326302834,CY-6000116,23.62098,120.459817
10297158260,CY-6000162,23.495283,120.359417
10302139078,CY-6000216,23.52698,120.441986
10296524731,CY-6000198,23.419626,120.182989
10305447006,CY-6000253,23.590341,120.53902
10298977931,CY-6000230,23.46609,120.24562
10294882029,CY-6000178,23.42538,120.399249
10304931082,CY-6000279,23.586789,120.417084
10296143895,CY-6000209,23.516738,120.473929
10296960582,CY-6000203,23.553469,120.397296
10324094539,CY-6000156,23.501537,120.361942
10297752518,CY-6000229,23.469278,120.245311
10337068753,CY-6000244,23.436604,120.242413
10303315485,CY-6000291,23.362805,120.224719
10326129480,CY-6000113,23.593804,120.440111
10292107660,CY-6000132,23.444659,120.497324
10305110291,CY-6000245,23.442835,120.245761
10295387448,CY-6000138,23.555601,120.299181
10323975729,CY-6000106,23.590093,120.50555
10301696931,CY-6000281,23.577217,120.413633
10293785587,CY-6000182,23.445489,120.424178
10304845523,CY-6000268,23.552008,120.370138
10306041622,CY-6000217,23.526731,120.429081
10329722735,CY-6000299,23.357269,120.21932
10291324432,CY-6000111,23.581821,120.501507
10304540655,CY-6000271,23.519956,120.385427
10305037193,CY-6000197,23.382813,120.19368
10326052219,CY-6000114,23.594668,120.441888
10330284631,CY-6000289,23.359509,120.219463
10299935191,CY-6000240,23.439846,120.247835
10295653353,CY-6000118,23.605037,120.487881
10291591781,CY-6000151,23.506177,120.355424
10303608697,CY-6000294,23.336078,120.243449
10307085118,CY-6000276,23.523327,120.351331
10301128837,CY-6000249,23.468274,120.220779
10301395404,CY-6000243,23.432718,120.247253
10326208362,CY-6000117,23.590719,120.477172
10313963293,CY-6000234,23.436658,120.250869
10297569962,CY-6000157,23.501514,120.366097
10327559634,CY-6000104,23.617359,120.495637
10301220646,CY-6000247,23.502478,120.204438
10300065516,CY-6000155,23.503612,120.356505
10295746336,CY-6000194,23.435785,120.209012
10326892113,CY-6000219,23.518724,120.423889
10294013091,CY-6000172,23.492407,120.379685
10302016613,CY-6000204,23.569175,120.433693
10297899477,CY-6000137,23.540082,120.2927
10293671967,CY-6000126,23.424012,120.522586
10305727068,CY-6000298,23.329213,120.232153
10298811714,CY-6000228,23.465532,120.248279
10298564951,CY-6000176,23.444822,120.357897
10297378918,CY-6000225,23.423169,120.266063
10306238135,CY-6000275,23.534779,120.368333
10297256393,CY-6000214,23.531588,120.45253
10300527743,CY-6000211,23.539816,120.475213
10296395506,CY-6000163,23.496044,120.367575
10326429374,CY-6000220,23.512088,120.42958899999999
10292216349,CY-6000139,23.492692,120.290838
10295123516,CY-6000109,23.581074,120.508435
10300800233,CY-6000248,23.467869,120.220322
10291189331,CY-6000108,23.582474,120.504321
10326551391,CY-6000208,23.510226,120.470722
10297404956,CY-6000164,23.499082,120.36773
10306534027,CY-6000295,23.336469,120.245726
10304326168,CY-6000159,23.498904,120.364041
10298359131,CY-6000218,23.524739,120.421484
10302423375,CY-6000254,23.580552,120.55904
10327291199,CY-6000215,23.52884,120.44819
10297682622,CY-6000177,23.42187,120.399245
10301900050,CY-6000191,23.433855,120.475194
10292692961,CY-6000149,23.506157,120.360388
10293121203,CY-6000107,23.586836,120.504034
10292338059,CY-6000140,23.512224,120.301578
10301422560,CY-6000252,23.491386,120.186921
10303462333,CY-6000231,23.456849,120.288261
10305695738,CY-6000282,23.564573,120.397759
10295225606,CY-6000130,23.440012,120.522319
10302639540,CY-6000274,23.56544,120.321437
10330136390,CY-6000287,23.359056,120.221732
10293317624,CY-6000168,23.498398,120.379502
10303711299,CY-6000236,23.438327,120.249684
10337403654,CY-6000186,23.438971,120.383971
10299713008,CY-6000233,23.436437,120.248624
10297012162,CY-6000222,23.53829,120.394417
10327062191,CY-6000283,23.58805,120.38073
10305821583,CY-6000265,23.559494,120.347982
10330338314,CY-6000290,23.360502,120.22068
10293245639,CY-6000158,23.442932,120.451327
10330746679,CY-6000288,23.359528,120.220406
10295483906,CY-6000110,23.581012,120.503731
10295030284,CY-6000142,23.508454,120.362871
10325937574,CY-6000112,23.597318,120.438077
10302998011,CY-6000251,23.501037,120.181008
10332876777,CY-6000256,23.393798,120.2904
10291738614,CY-6000119,23.603343,120.501122
10300609990,CY-6000223,23.429011,120.223943
10300194943,CY-6000238,23.438271,120.248518
10296412325,CY-6000187,23.42691,120.392365
10296202508,CY-6000221,23.518853,120.408048
10306372300,CY-6000286,23.359254,120.224286
10292718311,CY-6000136,23.532381,120.289298
10299581794,CY-6000239,23.437004,120.247827
10300489414,CY-6000205,23.506094,120.46419
10291476967,CY-6000124,23.59297,120.529085
10291627348,CY-6000133,23.529824,120.262723
10304042004,CY-6000235,23.438717,120.250921
10306795777,CY-6000267,23.553481,120.344139
10302566182,CY-6000262,23.589928,120.356944
10299834386,CY-6000193,23.371511,120.181273
10292426960,CY-6000150,23.506063,120.362277
10292041928,CY-6000131,23.443034,120.507321
10329522325,CY-6000192,23.4093,120.349974
10327322895,CY-6000285,23.598059,120.414387
10325786527,CY-6000175,23.485938,120.387876
10300911835,CY-6000232,23.436348,120.247258
10322791702,CY-6000105,23.598094,120.514097
10304789678,CY-6000246,23.492329,120.172837
10299423579,CY-6000147,23.508287,120.355457
10306854986,CY-6000166,23.498886,120.375992
10329688334,CY-6000237,23.43834,120.247198
10291995895,CY-6000123,23.572725,120.486968
10298296696,CY-6000170,23.496032,120.38888
10300338928,CY-6000169,23.496931,120.383287
10296887433,CY-6000210,23.523135,120.475207
10306617365,CY-6000300,23.36443,120.20765
10297966145,CY-6000145,23.50845,120.358248
10326785806,CY-6000120,23.600689,120.505824
10293013269,CY-6000160,23.500508,120.360245
10299102441,CY-6000202,23.547287,120.380817
10293586408,CY-6000173,23.489467,120.373996
