deviceid,name,lat,lon
10180507985,TW030102A0506536,25.0619983,121.5963816
10183804818,TW030102A0506581,25.1130033,121.5084066
10180935138,TW030102A0506543,25.1178066,121.5000983
10182362729,TW030102A0506557,25.1148033,121.502835
10186915768,TW030102A0506616,25.1213083,121.49386
10182765572,TW030102A0506567,25.1101866,121.4832333
10183643733,TW030102A0506579,25.0715266,121.55874
10187817545,TW030102A0506627,25.1095383,121.4731716
10180711468,TW030102A0506538,25.0390766,121.5698683
10181888891,TW030102A0506554,25.0571266,121.620055
10184237251,TW030102A0506585,25.1167016,121.4889166
10200376949,TW030102A0506601,25.0706583,121.567245
10187714974,TW030102A0506626,25.0634883,121.5769183
10188959173,TW030102A0506542,25.1127366,121.4910883
10181133624,TW030102A0506546,25.106715,121.48644
10189875513,TW030102A0506586,25.1037266,121.4934083
10184780057,TW030102A0506589,25.0446783,121.5516433
10187536226,TW030102A0506623,25.1102283,121.47906
10188542674,TW030102A0506633,25.120185,121.48605
10187616860,TW030102A0506625,25.0549816,121.59469
10190212306,TW030102A0506624,25.0716883,121.5582866
10200485379,TW030102A0506561,25.1341733,121.4840216
10184404771,TW030102A0506587,25.1034183,121.49085
10188107333,TW030102A0506629,25.0631983,121.5989566
10186524358,TW030102A0506613,25.0579633,121.5749733
10187942042,TW030102A0506630,25.11194,121.4843183
10183163884,TW030102A0506572,25.0452566,121.5499483
10180654119,TW030102A0506537,25.05765,121.5751733
10185092420,TW030102A0506592,25.0621116,121.5961733
10187452115,TW030102A0506622,25.0634383,121.59837
10190000864,TW030102A0506566,25.044045,121.5504483
10190479538,TW030102A0506606,25.0681766,121.57931
10185579073,TW030102A0506600,25.0605716,121.5988283
10181983795,TW030102A0506555,25.103405,121.495185
10188844366,TW030102A0506571,25.1058283,121.482875
10189360662,TW030102A0506634,25.121195,121.4871916
10182995926,TW030102A0506570,25.107095,121.478955
10181055695,TW030102A0506544,25.1073333,121.4933583
10189089883,TW030102A0506540,25.1150433,121.5031983
10181464107,TW030102A0506549,25.1255116,121.47366
10184979038,TW030102A0506594,25.09311,121.4976216
10181258942,TW030102A0506547,25.04429,121.5517016
10184871059,TW030102A0506593,25.0620383,121.5958566
10185137651,TW030102A0506595,25.0940433,121.4961416
10182074994,TW030102A0506552,25.0589316,121.6194433
10190374312,TW030102A0506607,25.065895,121.5776816
10186752944,TW030102A0506615,25.0447216,121.5510583
10189461434,TW030102A0506598,25.1305883,121.488675
10184589018,TW030102A0506591,25.101435,121.488035
10181395211,TW030102A0506548,25.0443833,121.5507533
10186372622,TW030102A0506611,25.05236,121.59201
10186223376,TW030102A0506610,25.0529533,121.5904566
10182118699,TW030102A0506556,25.1178933,121.485425
10190513901,TW030102A0506559,25.0581166,121.6178466
10185716972,TW030102A0506603,25.0707266,121.5688566
10189779191,TW030102A0506564,25.1031866,121.4935383
10188219952,TW030102A0506631,25.1166733,121.485585
10185390063,TW030102A0506597,25.0611183,121.5991416
10181621345,TW030102A0506551,25.132015,121.4888216
10182567005,TW030102A0506562,25.12659,121.47374
10186123517,TW030102A0506609,25.0018833,121.5898483
10188652949,TW030102A0506574,25.0607283,121.60278
10184615499,TW030102A0506590,25.0536683,121.5907883
10189289540,TW030102A0506584,25.1159866,121.4920866
10182827296,TW030102A0506568,25.0447916,121.5504683
10185414614,TW030102A0506599,25.060565,121.598495
10184032107,TW030102A0506583,25.060975,121.6028383
10185295344,TW030102A0506596,25.09453,121.4960933
10182603505,TW030102A0506563,25.133515,121.4803233
10186080368,TW030102A0506608,25.0681283,121.5795466
10187340888,TW030102A0506621,25.1196583,121.485685
10186497242,TW030102A0506612,25.0391483,121.5719333
10187268812,TW030102A0506618,25.0715816,121.5585983
10183739942,TW030102A0506580,25.10417,121.5090116
10188795449,TW030102A0506545,25.10945,121.4939816
10183269165,TW030102A0506573,25.0447666,121.5517666
10183435474,TW030102A0506576,25.00125,121.58909
10180884769,TW030102A0506539,25.057315,121.57524
10188098571,TW030102A0506628,25.056,121.5952283
10183378041,TW030102A0506575,25.094555,121.49722
10185861505,TW030102A0506604,25.1253666,121.4871633
10183938343,TW030102A0506582,25.0017633,121.58852
10185920135,TW030102A0506605,25.0701266,121.56917
10181700710,TW030102A0506553,25.055515,121.5956866
10188450871,TW030102A0506635,25.1019455,121.4889297
10186643177,TW030102A0506614,25.0405233,121.5700383
10184128532,TW030102A0506578,25.1209733,121.4981983
10190122978,TW030102A0506565,25.0457466,121.5496916
10188364226,TW030102A0506632,25.0628533,121.598675
10184373796,TW030102A0506588,25.1135083,121.5014416
10186871514,TW030102A0506617,25.061,121.6023783
10181510720,TW030102A0506550,25.1261133,121.4724266
10183091769,TW030102A0506569,25.0454416,121.5519583
10187195615,TW030102A0506620,25.1165983,121.4874116
10182493773,TW030102A0506560,25.1301483,121.4757983
10187012610,TW030102A0506619,25.0638583,121.5773933
10182273531,TW030102A0506558,25.1139933,121.501645
10183554350,TW030102A0506577,25.0632183,121.5771216
10185613026,TW030102A0506602,25.129055,121.4880016
10189170767,TW030102A0506541,25.1155033,121.4941383
