deviceid,name,lat,lon
9341268882,TW120211A0506368,23.70119,120.485143
9337810854,TW120211A0506350,23.70886,120.43308
9280026072,TW120211A0506075,23.716319,120.591997
9296541634,TW120211A0506155,23.723003,120.592789
9334690757,TW120211A0506263,23.68178,120.38968
9266450542,TW120211A0506034,23.7845533,120.44025
9277887832,TW120211A0506082,23.719159,120.590001
9349571260,TW120211A0506383,23.746292,120.499378
9341863363,TW120211A0506397,23.58193,120.18548
9350964552,TW120211A0506124,23.715832,120.594527
9354893750,TW120211A0506040,23.781879,120.445041
9265895917,TW120211A0506015,23.735787,120.459868
9356896525,TW120211A0506335,23.770187,120.41341
9346976065,TW120211A0506068,23.7835532,120.4556093
9355170259,TW120211A0506195,23.611819,120.331731
9277760172,TW120211A0506081,23.714129,120.592545
9337584759,TW120211A0506275,23.705473,120.4287
9386692393,TW120211A0506186,23.735118,120.396013
9345472527,TW120211A0506361,23.692255,120.480133
9279433527,TW120211A0506072,23.719123,120.592123
9356924423,TW120211A0506090,23.719458,120.594711
9266699886,TW120211A0506025,23.735692,120.449778
9321918029,TW120211A0506248,23.573418,120.297048
9322085282,TW120211A0506253,23.57377,120.29545
9337357679,TW120211A0506285,23.748632,120.256556
9341072222,TW120211A0506312,23.78972,120.26856
9344187648,TW120211A0506379,23.679844,120.478475
9361550915,TW120211A0506106,23.7178305,120.5930886
9345193223,TW120211A0506302,23.797322,120.239589
9323447678,TW120211A0506250,23.57341,120.29711
9386380046,TW120211A0506181,23.735307,120.404679
9322818842,TW120211A0506268,23.706273,120.426125
9348517248,TW120211A0506060,23.784482,120.449024
9386578758,TW120211A0506185,23.737709,120.406554
9348680744,TW120211A0506065,23.783334,120.453047
9270182381,TW120211A0506050,23.787921,120.444233
9337107545,TW120211A0506331,23.797856,120.466911
9340451129,TW120211A0506311,23.78969,120.26898
9343782820,TW120211A0506224,23.761433,120.503323
9339093860,TW120211A0506336,23.69831,120.52757
9351680510,TW120211A0506096,23.712733,120.594512
9278412789,TW120211A0506137,23.7227,120.600248
9279226350,TW120211A0506083,23.719198,120.591054
9350336534,TW120211A0506209,23.63351,120.467571
9336403125,TW120211A0506262,23.68227,120.39033
9361421062,TW120211A0506161,23.714509,120.594362
9269967914,TW120211A0506048,23.785528,120.447184
9295099796,TW120211A0506208,23.639366,120.466936
9344885683,TW120211A0506360,23.708403,120.444596
9347984928,TW120211A0506406,23.78811,120.27505
9278127826,TW120211A0506084,23.7192067,120.594062
9360755542,TW120211A0506099,23.71639,120.598621
9322309861,TW120211A0506261,23.68119,120.38908
9356014393,TW120211A0506351,23.71034,120.43489
9343933573,TW120211A0506226,23.760508,120.5024
9265304973,TW120211A0506011,23.73576,120.462616
9270242159,TW120211A0506056,23.781839,120.442526
9310696737,TW120211A0506245,23.573846,120.294688
9269380231,TW120211A0506045,23.783812,120.446866
9356529752,TW120211A0506059,23.781972,120.447425
9338976276,TW120211A0506271,23.706061,120.428494
9277112024,TW120211A0506080,23.713295,120.592796
9323246435,TW120211A0506219,23.642389,120.467904
9296031029,TW120211A0506196,23.611467,120.331523
9323168230,TW120211A0506218,23.641765,120.467778
9354953169,TW120211A0506222,23.7558566,120.6131233
9323640114,TW120211A0506217,23.641277,120.467648
9350572626,TW120211A0506140,23.722939,120.589989
9337460777,TW120211A0506330,23.799165,120.465649
9322238605,TW120211A0506254,23.57509,120.29604
9265552448,TW120211A0506012,23.735783,120.462231
9386890892,TW120211A0506184,23.737709,120.404188
9294760026,TW120211A0506159,23.721352,120.596501
9354212849,TW120211A0506154,23.721184,120.594565
9354348054,TW120211A0506150,23.722439,120.594388
9357158116,TW120211A0506030,23.735625,120.438753
9338872149,TW120211A0506337,23.697691,120.527311
9360305897,TW120211A0506093,23.716163,120.594113
9278216468,TW120211A0506133,23.722146,120.600231
9343576014,TW120211A0506294,23.756542,120.251301
