deviceid,name,lat,lon
6961802368,TW170116A0203595,22.67916,120.49787
6955531272,TW170116A0203583,22.64775,120.45171
6937849913,TW170116A0203682,22.66198,120.4978
6951015205,TW170116A0203558,22.406237,120.58024
6939501218,TW170116A0203465,22.66026,120.50605
6948608850,TW170116A0203421,22.04529,120.69925
6950202318,TW170116A0203602,22.66955,120.48619
6961624880,TW170116A0203437,22.6495227,120.550045
6936839472,TW170116A0203621,22.63449,120.45051
6944032207,TW170116A0203569,21.94212,120.80455
6963871616,TW170116A0203510,22.59502,120.61071
6946922318,TW170116A0203648,22.4060493,120.5795636
6959418754,TW170116A0203539,22.71347,120.53345
6940646278,TW170116A0203495,22.40736,120.57077
6950036285,TW170116A0203647,22.40904,120.58287
6945627191,TW170116A0203660,22.65487,120.4962
6942198150,TW170116A0203668,22.65923,120.50128
6949315387,TW170116A0203612,22.64628,120.45208
6937961625,TW170116A0203499,22.537669,120.539582
6952777272,TW170116A0203446,22.69148,120.49412
6965817337,TW170116A0203423,22.7347,120.48868
6947326093,TW170116A0203599,22.66308,120.48805
6939405968,TW170116A0203415,22.67881,120.47794
6952842846,TW170116A0203582,22.64886,120.45547
6937325698,TW170116A0203687,22.8183564,120.5964219
6947137260,TW170116A0203430,22.78146,120.53912
6939365109,TW170116A0203659,22.65502,120.49788
6940150064,TW170116A0203605,22.67388,120.49224
6941307394,TW170116A0203515,22.42527,120.56177
6964651721,TW170116A0203519,22.70993,120.54396
6944616436,TW170116A0203424,22.743796,120.479714
6949225647,TW170116A0203463,22.68649,120.48922
7563234705,TW170116C0203403,21.95832,120.78884
6942366733,TW170116A0203681,22.66083,120.4986
6957015512,TW170116A0203620,22.6031817,120.5617909
6953400465,TW170116A0203656,22.66302,120.49733
6962140938,TW170116A0203590,22.7352004,120.498649
6965370775,TW170116A0203689,22.8276653,120.6003483
6954517895,TW170116A0203568,22.58687,120.4577
6962376542,TW170116A0203457,22.46268,120.44881
6963051193,TW170116A0203560,22.46339,120.50631
6963567895,TW170116A0203416,22.68538,120.49471
6959685523,TW170116A0203517,22.43197,120.56273
6963721072,TW170116A0203453,22.6541,120.56134
6956182505,TW170116A0203536,22.71592,120.53391
6943272609,TW170116A0203619,22.71053,120.53808
6944436087,TW170116A0203531,22.70871,120.54323
