deviceid,name,lat,lon
9474115238,TW040203A0200130,24.96233,121.41813
9472353532,TW040203A0200067,24.97156,121.43215
9318010265,TW040203A0200175,24.96608,121.43945
9471571744,TW040203A0200030,25.01866,121.47147
9473166018,TW040203A0200112,24.96944,121.44098
9314742063,TW040203A0200034,24.95754,121.39978
9471964099,TW040203A0200108,24.9634,121.42317
9315452072,TW040203A0200119,24.95945,121.39053
9472647923,TW040203A0200110,24.96279,121.42065
9316704975,TW040203A0200082,25.00902,121.46464
9318358015,TW040203A0200193,24.96845,121.43341
9500766189,TW040203A0200033,24.96516,121.39517
9473795064,TW040203A0200147,25.0772,121.40029
9317089526,TW040203A0200195,24.96501,121.43582
9316285322,TW040203A0200158,24.96015,121.40408
9501323033,TW040203A0200182,25.0801,121.39758
9315347754,TW040203A0200056,25.00956,121.45779
9317717896,TW040203A0200151,24.96188,121.40156
9475046803,TW040203A0200174,25.08106,121.39911
9472175677,TW040203A0200104,24.97384,121.43348
9314294593,TW040203A0200037,24.96093,121.39458
9475194994,TW040203A0200197,24.96887,121.43101
9315060290,TW040203A0200057,24.94646,121.3849
9470468469,TW040203A0200025,24.97287,121.43747
9316453212,TW040203A0200176,24.9666,121.43617
9470522215,TW040203A0200015,24.96483,121.41652
9316978830,TW040203A0200179,24.95834,121.42209
9315550965,TW040203A0200118,24.95614,121.38966
9471262885,TW040203A0200066,24.97105,121.43005
9317590261,TW040203A0200155,24.95862,121.40875
9473257781,TW040203A0200109,24.96486,121.42608
9473653537,TW040203A0200143,25.08646,121.40308
9489816440,TW040203A0200013,24.96833,121.42575
9474234672,TW040203A0200148,25.07568,121.40033
9470652890,TW040203A0200014,24.96983,121.42806
9470935163,TW040203A0200027,24.95779,121.41204
9473930128,TW040203A0200136,24.96698,121.42255
9316007603,TW040203A0200058,24.95028,121.38608
9473045830,TW040203A0200128,24.96173,121.41492
9472956159,TW040203A0200117,24.96852,121.43869
9489523951,TW040203A0200186,24.971,121.43975
9471368846,TW040203A0200063,25.078,121.40259
9317198242,TW040203A0200181,24.96018,121.42318
9317233210,TW040203A0200172,24.96106,121.42951
9473800127,TW040203A0200126,24.96312,121.39183
9317459214,TW040203A0200196,24.95895,121.38619
9315201179,TW040203A0200084,24.95667,121.39589
9315899342,TW040203A0200157,24.95835,121.40306
9474710290,TW040203A0200178,24.96115,121.42475
9317993349,TW040203A0200190,24.95632,121.42344
9318633024,TW040203A0200188,24.96024,121.42689
9471882886,TW040203A0200065,25.08007,121.40127
9470357763,TW040203A0200028,25.0823,121.40278
9472206015,TW040203A0200068,24.95967,121.41616
9474422495,TW040203A0200165,24.9627,121.42618
9316607709,TW040203A0200127,24.96351,121.39509
9470870308,TW040203A0200016,24.96594,121.41966
9474834782,TW040203A0200164,24.96556,121.43238
9472840613,TW040203A0200115,25.04095,121.44544
9473427597,TW040203A0200113,25.06048,121.49222
9488215324,TW040203A0200098,24.9679,121.44173
9474979374,TW040203A0200149,25.08356,121.40066
9314490062,TW040203A0200054,24.99064,121.49061
9316315188,TW040203A0200161,24.95911,121.42873
9477788806,TW040203A0200100,24.9697,121.43748
9472485308,TW040203A0200069,24.96053,121.41745
9318128530,TW040203A0200189,24.95555,121.42401
9316125746,TW040203A0200078,24.95343,121.38774
9316853091,TW040203A0200081,25.01222,121.46696
9471474101,TW040203A0200061,25.08115,121.40067
9500630969,TW040203A0200192,24.96147,121.38771
9314326242,TW040203A0200040,24.96617,121.42779
9318227368,TW040203A0200191,24.96425,121.39863
9314612156,TW040203A0200073,24.95278,121.39021
9315136488,TW040203A0200032,24.96124,121.42257
9315791055,TW040203A0200059,24.95027,121.39277
9501440730,TW040203A0200146,25.0845,121.40092
9488325418,TW040203A0200198,24.97405,121.44109
9316561792,TW040203A0200077,24.95627,121.3924
9315681963,TW040203A0200080,25.01422,121.46132
9500246272,TW040203A0200022,25.07839,121.40051
9473304910,TW040203A0200129,24.96058,121.41234
9474630453,TW040203A0200163,25.07727,121.39658
9318545249,TW040203A0200169,24.95767,121.42257
9315925863,TW040203A0200055,25.01493,121.47218
9317849481,TW040203A0200170,24.96012,121.39847
9474527977,TW040203A0200144,25.07838,121.39867
9314558731,TW040203A0200031,24.97255,121.43481
9317651727,TW040203A0200199,24.9642,121.43821
9473533020,TW040203A0200114,25.03958,121.4462
9314917029,TW040203A0200076,24.99358,121.49108
9500869929,TW040203A0200167,24.9623,121.42853
9470771184,TW040203A0200023,25.07569,121.40426
9472591084,TW040203A0200105,24.96317,121.41316
9501550340,TW040203A0200026,25.01579,121.46692
9314808396,TW040203A0200074,24.94903,121.38914
9472719718,TW040203A0200111,25.05768,121.49032
9471177695,TW040203A0200039,24.96673,121.4284
9317357661,TW040203A0200125,24.95934,121.40102
9318442134,TW040203A0200120,24.95486,121.38517
