deviceid,name,lat,lon
8936209839,TW130212A0503120,23.47468,120.48573
8954821245,TW130212A0503137,23.47883,120.44657
8937151787,TW130212A0503130,23.48765,120.43538
8936064652,TW130212A0503127,23.48941,120.43262
8954445118,TW130212A0503134,23.47544,120.45624
8937701872,TW130212A0503128,23.4855,120.44418
8953572068,TW130212A0503150,23.47091,120.45525
8929574769,TW130212A0503105,23.50145,120.45267
8954684309,TW130212A0503143,23.47989,120.45081
8952962877,TW130212A0503149,23.46127,120.44052
8953787317,TW130212A0503145,23.48124,120.45064
8954566227,TW130212A0503138,23.47454,120.44515
8931471317,TW130212A0503113,23.48129,120.40707
8929752045,TW130212A0503114,23.48155,120.42849
8936163076,TW130212A0503123,23.48517,120.4666
8935050202,TW130212A0503115,23.45475,120.45688
8954367482,TW130212A0503146,23.47223,120.43162
8935699365,TW130212A0503125,23.48886,120.44178
8953076825,TW130212A0503147,23.46167,120.44106
8953388705,TW130212A0503140,23.46126,120.43175
8957222915,TW130212A0503108,23.5009,120.47263
8954104684,TW130212A0503133,23.48727,120.44406
8929484266,TW130212A0503110,23.49545,120.46551
8935202570,TW130212A0503126,23.49155,120.43565
8953853100,TW130212A0503135,23.47603,120.45115
8953226165,TW130212A0503141,23.46775,120.43753
8930058545,TW130212A0503102,23.50368,120.45518
8931197616,TW130212A0503112,23.48346,120.40283
8957321464,TW130212A0503122,23.486045,120.45842
8929662098,TW130212A0503109,23.49456,120.46924
8935498001,TW130212A0503117,23.50614,120.44641
8930329048,TW130212A0503107,23.50083,120.45672
8935506580,TW130212A0503116,23.5087933,120.4353333
8930671674,TW130212A0503104,23.50505,120.45257
8935340999,TW130212A0503119,23.45612,120.46178
8954033618,TW130212A0503144,23.47242,120.44683
8931057785,TW130212A0503111,23.48083,120.40439
8935795047,TW130212A0503129,23.48254,120.44575
8929359934,TW130212A0503101,23.51355,120.44772
8935847798,TW130212A0503118,23.49208,120.44432
8935107160,TW130212A0503121,23.47488,120.48933
8929144690,TW130212A0503103,23.51439,120.45206
8953118612,TW130212A0503142,23.46768,120.43375
8937001454,TW130212A0503124,23.49857,120.44192
8953683225,TW130212A0503148,23.48028,120.45696
8953922889,TW130212A0503131,23.46921,120.44289
8953444763,TW130212A0503132,23.47214,120.44096
8929231496,TW130212A0503106,23.5074,120.4549
8954743108,TW130212A0503139,23.47247,120.44376
8954235835,TW130212A0503136,23.47745,120.45075
